Sr No._x,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations_x,Pay Branch Code,Pay Teller,Sr No._y,Reference No  (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations_y,Issue Branch Code,Issue Teller,Status
1621,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,6886,1000000,691,2511282,,,,,,,,,,
1622,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,6882,1000000,691,2511282,,,,,,,,,,
1623,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12852,1000000,691,2511282,,,,,,,,,,
1624,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12854,1000000,691,2511282,,,,,,,,,,
1625,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,10893,1000000,691,2511282,,,,,,,,,,
1626,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,10892,1000000,691,2511282,,,,,,,,,,
1627,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,10896,1000000,691,2511282,,,,,,,,,,
1628,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,10894,1000000,691,2511282,,,,,,,,,,
1629,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,10895,1000000,691,2511282,,,,,,,,,,
1630,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4237,1000000,691,2511282,,,,,,,,,,
1631,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4235,1000000,691,2511282,,,,,,,,,,
1632,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4205,1000000,691,2511282,,,,,,,,,,
1633,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2156,100000,691,2511282,,,,,,,,,,
1634,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2152,100000,691,2511282,,,,,,,,,,
1635,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2148,100000,691,2511282,,,,,,,,,,
1636,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2150,100000,691,2511282,,,,,,,,,,
1637,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2154,100000,691,2511282,,,,,,,,,,
1638,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16607,100000,691,2511282,,,,,,,,,,
1639,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16609,100000,691,2511282,,,,,,,,,,
1640,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16605,100000,691,2511282,,,,,,,,,,
1641,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16603,100000,691,2511282,,,,,,,,,,
1642,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16601,100000,691,2511282,,,,,,,,,,
1643,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23629,100000,691,5189071,,,,,,,,,,
1644,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23639,100000,691,5189071,,,,,,,,,,
1645,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23637,100000,691,5189071,,,,,,,,,,
1646,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23640,100000,691,5189071,,,,,,,,,,
1647,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23633,100000,691,5189071,,,,,,,,,,
1648,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23631,100000,691,5189071,,,,,,,,,,
1649,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23635,100000,691,5189071,,,,,,,,,,
1650,2019-04-18,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23638,100000,691,5189071,,,,,,,,,,
1720,2019-04-18,SHIVSENA,*******4444,TL,12326,1000000,300,7626363,,,,,,,,,,
1721,2019-04-18,SHIVSENA,*******4444,TL,12328,1000000,300,7626363,,,,,,,,,,
1732,2019-04-18,TELUGU DESAM PARTY,*******3067,OC,6662,10000000,847,3367975,,,,,,,,,,
1733,2019-04-18,TELUGU DESAM PARTY,*******3067,TL,12915,1000000,847,3367975,,,,,,,,,,
1734,2019-04-18,TELUGU DESAM PARTY,*******3067,TL,12931,1000000,847,3367975,,,,,,,,,,
1735,2019-04-18,TELUGU DESAM PARTY,*******3067,TL,12923,1000000,847,3367975,,,,,,,,,,
1736,2019-04-18,TELUGU DESAM PARTY,*******3067,TL,12921,1000000,847,3367975,,,,,,,,,,
1737,2019-04-18,TELUGU DESAM PARTY,*******3067,TL,12919,1000000,847,3367975,,,,,,,,,,
1738,2019-04-18,TELUGU DESAM PARTY,*******3067,TL,12927,1000000,847,3367975,,,,,,,,,,
1739,2019-04-18,TELUGU DESAM PARTY,*******3067,TL,12933,1000000,847,3367975,,,,,,,,,,
1740,2019-04-18,TELUGU DESAM PARTY,*******3067,TL,12929,1000000,847,3367975,,,,,,,,,,
1741,2019-04-18,TELUGU DESAM PARTY,*******3067,TL,12917,1000000,847,3367975,,,,,,,,,,
1742,2019-04-18,TELUGU DESAM PARTY,*******3067,TL,12925,1000000,847,3367975,,,,,,,,,,
1743,2019-04-18,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,6660,10000000,847,3367975,,,,,,,,,,
1744,2019-04-18,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,12947,1000000,847,3367975,,,,,,,,,,
1745,2019-04-18,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,12953,1000000,847,3367975,,,,,,,,,,
1746,2019-04-18,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,12949,1000000,847,3367975,,,,,,,,,,
1747,2019-04-18,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,12945,1000000,847,3367975,,,,,,,,,,
1748,2019-04-18,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,12941,1000000,847,3367975,,,,,,,,,,
1749,2019-04-18,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,12943,1000000,847,3367975,,,,,,,,,,
1750,2019-04-18,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,12951,1000000,847,3367975,,,,,,,,,,
1751,2019-04-18,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,12939,1000000,847,3367975,,,,,,,,,,
1752,2019-04-18,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,12935,1000000,847,3367975,,,,,,,,,,
1753,2019-04-18,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,12937,1000000,847,3367975,,,,,,,,,,
1754,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6673,10000000,691,2039265,,,,,,,,,,
1755,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6681,10000000,691,2039265,,,,,,,,,,
1756,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6657,10000000,691,2039265,,,,,,,,,,
1757,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6667,10000000,691,2039265,,,,,,,,,,
1758,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6675,10000000,691,2039265,,,,,,,,,,
1759,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6663,10000000,691,2039265,,,,,,,,,,
1760,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6649,10000000,691,2039265,,,,,,,,,,
1761,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6647,10000000,691,2039265,,,,,,,,,,
1762,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6665,10000000,691,2039265,,,,,,,,,,
1763,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6651,10000000,691,2039265,,,,,,,,,,
1764,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6659,10000000,691,2039265,,,,,,,,,,
1765,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6661,10000000,691,2039265,,,,,,,,,,
1766,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6645,10000000,691,2039265,,,,,,,,,,
1767,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6653,10000000,691,2039265,,,,,,,,,,
1768,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6679,10000000,691,2039265,,,,,,,,,,
1769,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6643,10000000,691,2039265,,,,,,,,,,
1770,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6655,10000000,691,2039265,,,,,,,,,,
1771,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6671,10000000,691,2039265,,,,,,,,,,
1772,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6669,10000000,691,2039265,,,,,,,,,,
1773,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6677,10000000,691,2039265,,,,,,,,,,
1774,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6650,10000000,691,2039265,,,,,,,,,,
1775,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6664,10000000,691,2039265,,,,,,,,,,
1776,2019-04-20,BHARATIYA JANATA PARTY,*******8244,OC,6652,10000000,691,2039265,,,,,,,,,,
1946,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12456,1000000,691,2039265,,,,,,,,,,
1947,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12452,1000000,691,2039265,,,,,,,,,,
1948,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12454,1000000,691,2039265,,,,,,,,,,
1949,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12460,1000000,691,2039265,,,,,,,,,,
1950,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12464,1000000,691,2039265,,,,,,,,,,
1951,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12458,1000000,691,2039265,,,,,,,,,,
1952,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12466,1000000,691,2039265,,,,,,,,,,
1953,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12450,1000000,691,2039265,,,,,,,,,,
1954,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12462,1000000,691,2039265,,,,,,,,,,
1955,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12483,1000000,691,2039265,,,,,,,,,,
1956,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12485,1000000,691,2039265,,,,,,,,,,
1957,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12487,1000000,691,2039265,,,,,,,,,,
1958,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12489,1000000,691,2039265,,,,,,,,,,
1959,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12481,1000000,691,2039265,,,,,,,,,,
1960,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12804,1000000,691,2039265,,,,,,,,,,
1961,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12808,1000000,691,2039265,,,,,,,,,,
1962,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12806,1000000,691,2039265,,,,,,,,,,
1963,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12810,1000000,691,2039265,,,,,,,,,,
1964,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12802,1000000,691,2039265,,,,,,,,,,
1965,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12832,1000000,691,2039265,,,,,,,,,,
1966,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12834,1000000,691,2039265,,,,,,,,,,
1967,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12828,1000000,691,2039265,,,,,,,,,,
1968,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12826,1000000,691,2039265,,,,,,,,,,
1969,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12830,1000000,691,2039265,,,,,,,,,,
1970,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12822,1000000,691,2039265,,,,,,,,,,
1971,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12824,1000000,691,2039265,,,,,,,,,,
1972,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12818,1000000,691,2039265,,,,,,,,,,
1973,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12820,1000000,691,2039265,,,,,,,,,,
1974,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12836,1000000,691,2039265,,,,,,,,,,
1975,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12821,1000000,691,2039265,,,,,,,,,,
1976,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12827,1000000,691,2039265,,,,,,,,,,
1977,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12825,1000000,691,2039265,,,,,,,,,,
1978,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12831,1000000,691,2039265,,,,,,,,,,
1979,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12823,1000000,691,2039265,,,,,,,,,,
1980,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12815,1000000,691,2039265,,,,,,,,,,
1981,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12829,1000000,691,2039265,,,,,,,,,,
1982,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12817,1000000,691,2039265,,,,,,,,,,
1983,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12819,1000000,691,2039265,,,,,,,,,,
1984,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12833,1000000,691,2039265,,,,,,,,,,
1985,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12971,1000000,691,2039265,,,,,,,,,,
1986,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12842,1000000,691,2039265,,,,,,,,,,
1987,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12979,1000000,691,2039265,,,,,,,,,,
1988,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12977,1000000,691,2039265,,,,,,,,,,
1989,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12975,1000000,691,2039265,,,,,,,,,,
1990,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12973,1000000,691,2039265,,,,,,,,,,
1991,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12838,1000000,691,2039265,,,,,,,,,,
1992,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12846,1000000,691,2039265,,,,,,,,,,
1993,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12840,1000000,691,2039265,,,,,,,,,,
1994,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12844,1000000,691,2039265,,,,,,,,,,
1995,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12816,1000000,691,2039265,,,,,,,,,,
1996,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12814,1000000,691,2039265,,,,,,,,,,
1997,2019-04-20,BHARATIYA JANATA PARTY,*******8244,TL,12812,1000000,691,2039265,,,,,,,,,,
2192,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4239,1000000,691,3627829,,,,,,,,,,
2193,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,4207,1000000,691,3627829,,,,,,,,,,
2194,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9428,1000000,691,3627829,,,,,,,,,,
2195,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9431,1000000,691,3627829,,,,,,,,,,
2196,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9433,1000000,691,3627829,,,,,,,,,,
2197,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9432,1000000,691,3627829,,,,,,,,,,
2198,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9434,1000000,691,3627829,,,,,,,,,,
2199,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9429,1000000,691,3627829,,,,,,,,,,
2200,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,9430,1000000,691,3627829,,,,,,,,,,
2206,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16639,100000,691,3627829,,,,,,,,,,
2207,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16615,100000,691,3627829,,,,,,,,,,
2208,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16619,100000,691,3627829,,,,,,,,,,
2209,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16613,100000,691,3627829,,,,,,,,,,
2210,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16611,100000,691,3627829,,,,,,,,,,
2211,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16617,100000,691,3627829,,,,,,,,,,
2212,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16633,100000,691,3627829,,,,,,,,,,
2213,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16637,100000,691,3627829,,,,,,,,,,
2214,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16635,100000,691,3627829,,,,,,,,,,
2215,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,16621,100000,691,3627829,,,,,,,,,,
2216,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,6029,100000,691,3627829,,,,,,,,,,
2217,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,6030,100000,691,3627829,,,,,,,,,,
2228,2019-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TT,67001,10000,691,3627829,,,,,,,,,,
2268,2019-04-22,BHARAT RASHTRA SAMITHI,*******7477,OL,23604,100000,847,5867215,,,,,,,,,,
2269,2019-04-22,BHARAT RASHTRA SAMITHI,*******7477,OL,23608,100000,847,5867215,,,,,,,,,,
2270,2019-04-22,BHARAT RASHTRA SAMITHI,*******7477,OL,23602,100000,847,5867215,,,,,,,,,,
2271,2019-04-22,BHARAT RASHTRA SAMITHI,*******7477,OL,23606,100000,847,5867215,,,,,,,,,,
2272,2019-04-22,BHARAT RASHTRA SAMITHI,*******7477,OL,23610,100000,847,5867215,,,,,,,,,,
2278,2019-04-22,BHARATIYA JANATA PARTY,*******8244,OC,1090,10000000,691,3300196,,,,,,,,,,
2279,2019-04-22,BHARATIYA JANATA PARTY,*******8244,OC,5702,10000000,691,3300196,,,,,,,,,,
2314,2019-04-22,BHARATIYA JANATA PARTY,*******8244,TL,12034,1000000,691,3300196,,,,,,,,,,
2315,2019-04-22,BHARATIYA JANATA PARTY,*******8244,TL,12032,1000000,691,3300196,,,,,,,,,,
2316,2019-04-22,BHARATIYA JANATA PARTY,*******8244,TL,4231,1000000,691,3300196,,,,,,,,,,
2317,2019-04-22,BHARATIYA JANATA PARTY,*******8244,TL,4229,1000000,691,3300196,,,,,,,,,,
2318,2019-04-22,BHARATIYA JANATA PARTY,*******8244,TL,4233,1000000,691,3300196,,,,,,,,,,
2319,2019-04-22,BHARATIYA JANATA PARTY,*******8244,TL,4215,1000000,691,3300196,,,,,,,,,,
2320,2019-04-22,BHARATIYA JANATA PARTY,*******8244,TL,9407,1000000,691,3300196,,,,,,,,,,
2345,2019-04-22,BHARATIYA JANATA PARTY,*******8244,OL,23607,100000,691,3300196,,,,,,,,,,
2346,2019-04-22,BHARATIYA JANATA PARTY,*******8244,OL,23601,100000,691,3300196,,,,,,,,,,
2347,2019-04-22,BHARATIYA JANATA PARTY,*******8244,OL,23609,100000,691,3300196,,,,,,,,,,
2348,2019-04-22,BHARATIYA JANATA PARTY,*******8244,OL,23605,100000,691,3300196,,,,,,,,,,
2349,2019-04-22,BHARATIYA JANATA PARTY,*******8244,OL,23603,100000,691,3300196,,,,,,,,,,
2350,2019-04-22,BHARATIYA JANATA PARTY,*******8244,OL,6026,100000,691,3300196,,,,,,,,,,
2351,2019-04-22,BHARATIYA JANATA PARTY,*******8244,OL,6028,100000,691,3300196,,,,,,,,,,
2352,2019-04-22,BHARATIYA JANATA PARTY,*******8244,OL,6027,100000,691,3300196,,,,,,,,,,
2354,2019-04-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6648,10000000,691,3300196,,,,,,,,,,
2458,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OC,5408,10000000,691,3300196,,,,,,,,,,
2499,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12811,1000000,691,4567455,,,,,,,,,,
2500,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12805,1000000,691,4567455,,,,,,,,,,
2501,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12809,1000000,691,4567455,,,,,,,,,,
2502,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12813,1000000,691,4567455,,,,,,,,,,
2503,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,12807,1000000,691,4567455,,,,,,,,,,
2545,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2370,1000000,691,3300196,,,,,,,,,,
2546,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2342,1000000,691,3300196,,,,,,,,,,
2547,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2364,1000000,691,3300196,,,,,,,,,,
2548,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2366,1000000,691,3300196,,,,,,,,,,
2549,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2368,1000000,691,3300196,,,,,,,,,,
2550,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,2362,1000000,691,3300196,,,,,,,,,,
2551,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11325,1000000,691,3300196,,,,,,,,,,
2552,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11326,1000000,691,3300196,,,,,,,,,,
2553,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11319,1000000,691,3300196,,,,,,,,,,
2554,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,10914,1000000,691,3300196,,,,,,,,,,
2555,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,10916,1000000,691,3300196,,,,,,,,,,
2556,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,10915,1000000,691,3300196,,,,,,,,,,
2557,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,9409,1000000,691,3300196,,,,,,,,,,
2558,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,9410,1000000,691,3300196,,,,,,,,,,
2559,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,9416,1000000,691,3300196,,,,,,,,,,
2560,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,9411,1000000,691,3300196,,,,,,,,,,
2561,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,9414,1000000,691,3300196,,,,,,,,,,
2562,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,9408,1000000,691,3300196,,,,,,,,,,
2563,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,9417,1000000,691,3300196,,,,,,,,,,
2564,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,9413,1000000,691,3300196,,,,,,,,,,
2565,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,9418,1000000,691,3300196,,,,,,,,,,
2566,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,9412,1000000,691,3300196,,,,,,,,,,
2567,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11411,1000000,691,3300196,,,,,,,,,,
2568,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11410,1000000,691,3300196,,,,,,,,,,
2569,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11408,1000000,691,3300196,,,,,,,,,,
2570,2019-04-23,BHARATIYA JANATA PARTY,*******8244,TL,11407,1000000,691,3300196,,,,,,,,,,
2641,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1091,100000,691,3300196,,,,,,,,,,
2642,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1098,100000,691,3300196,,,,,,,,,,
2643,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1094,100000,691,3300196,,,,,,,,,,
2644,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1084,100000,691,3300196,,,,,,,,,,
2645,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1097,100000,691,3300196,,,,,,,,,,
2646,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1093,100000,691,3300196,,,,,,,,,,
2647,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1090,100000,691,3300196,,,,,,,,,,
2648,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1095,100000,691,3300196,,,,,,,,,,
2649,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1092,100000,691,3300196,,,,,,,,,,
2650,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1099,100000,691,3300196,,,,,,,,,,
2651,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3175,100000,691,3300196,,,,,,,,,,
2652,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3178,100000,691,3300196,,,,,,,,,,
2653,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3174,100000,691,3300196,,,,,,,,,,
2654,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3173,100000,691,3300196,,,,,,,,,,
2655,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3156,100000,691,3300196,,,,,,,,,,
2656,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3157,100000,691,3300196,,,,,,,,,,
2657,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3155,100000,691,3300196,,,,,,,,,,
2658,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3140,100000,691,3300196,,,,,,,,,,
2659,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3139,100000,691,3300196,,,,,,,,,,
